iter	RMSE
1358	7.738817596
1359	7.738693545
1360	7.738581552
1361	7.738458646
1362	7.738328559
1363	7.738220582
1364	7.738093363
1365	7.737951495
1366	7.737818527
1367	7.737705086
1368	7.737601983
1369	7.737505484
1370	7.737393762
1371	7.73725504
1372	7.737128954
1373	7.737006024
1374	7.736887689
1375	7.736750394
1376	7.736635502
1377	7.736509693
1378	7.736378998
1379	7.736245141
1380	7.736121049
1381	7.736003849
1382	7.735903309
1383	7.735798458
1384	7.735673209
1385	7.735578697
1386	7.735464649
1387	7.735354046
1388	7.735221896
1389	7.735080837
1390	7.734974538
1391	7.734864791
1392	7.734740102
1393	7.734617422
1394	7.734485259
1395	7.734350795
1396	7.734229258
1397	7.73412065
1398	7.734001408
1399	7.733882164
1400	7.733768091
1401	7.733647982
1402	7.733515228
1403	7.733405459
1404	7.733281322
1405	7.733143388
1406	7.733026718
1407	7.732910046
1408	7.732798257
1409	7.732671236
1410	7.732549098
1411	7.732436155
1412	7.73229016
1413	7.732163992
1414	7.732043858
1415	7.731920561
1416	7.731793812
1417	7.731686894
1418	7.731588021
1419	7.731474202
1420	7.731347734
1421	7.731255468
1422	7.731128709
1423	7.731013158
1424	7.730889556
1425	7.730784063
1426	7.73067598
1427	7.730586581
1428	7.730475334
1429	7.730343962
1430	7.730226675
1431	7.730083513
1432	7.729957597
1433	7.729841741
1434	7.729708633
1435	7.729588174
1436	7.729475475
1437	7.729361049
1438	7.729230808
1439	7.72909309
1440	7.728975784
1441	7.728882915
1442	7.728753816
1443	7.728640818
1444	7.728514878
1445	7.72839785
1446	7.72829261
1447	7.728166665
1448	7.728054233
1449	7.727926558
1450	7.727798019
1451	7.727664014
1452	7.727554162
1453	7.727410951
1454	7.727283841
1455	7.727150977
1456	7.727031915
1457	7.726903361
1458	7.726782283
1459	7.726679896
1460	7.726560252
1461	7.726458151
1462	7.72634857
1463	7.726238124
1464	7.726135731
1465	7.726038226
1466	7.725923462
1467	7.725789712
1468	7.725649056
1469	7.725524506
1470	7.725410597
1471	7.725291508
1472	7.725188527
1473	7.725063682
1474	7.724938259
1475	7.724834123
1476	7.724705532
1477	7.724573199
1478	7.724481428
1479	7.724363476
1480	7.724238905
1481	7.724120374
1482	7.723997238
1483	7.723899994
1484	7.7238062
1485	7.723700322
1486	7.723573151
1487	7.723453747
1488	7.723338081
1489	7.723217234
1490	7.72308948
1491	7.72296978
1492	7.722846913
1493	7.722736993
1494	7.722603188
1495	7.722495279
1496	7.722376721
1497	7.722255571
1498	7.722141614
1499	7.722023914
1500	7.721903623
1501	7.721795704
1502	7.721687783
1503	7.721572667
1504	7.721429056
1505	7.721312784
1506	7.721192769
1507	7.72108225
1508	7.720966836
1509	7.720860344
1510	7.720738307
1511	7.720641021
1512	7.720517542
1513	7.720391757
1514	7.720269425
1515	7.720179618
1516	7.720071675
1517	7.719946171
1518	7.719820954
1519	7.71972452
1520	7.719610526
1521	7.719479833
1522	7.719357198
1523	7.719245214
1524	7.71913553
1525	7.719020087
1526	7.718911265
1527	7.718786894
1528	7.718684977
1529	7.718574998
1530	7.7184702
1531	7.718360505
1532	7.718249082
1533	7.718115775
1534	7.717998589
1535	7.717861535
1536	7.717744633
1537	7.717626866
1538	7.717507082
1539	7.71739795
1540	7.717281617
1541	7.717179393
1542	7.71707256
1543	7.716973788
1544	7.716868968
1545	7.71676645
1546	7.7166527
1547	7.716542404
1548	7.716437002
1549	7.716327278
1550	7.716204018
1551	7.716070963
1552	7.715980243
1553	7.715860721
1554	7.715724493
1555	7.715605543
1556	7.715493215
1557	7.715379158
1558	7.715253866
1559	7.715133181
1560	7.715015374
1561	7.714884027
1562	7.714771402
1563	7.714644948
1564	7.714520796
1565	7.714403556
1566	7.714294668
1567	7.71418261
1568	7.714059603
1569	7.713936594
1570	7.713834902
1571	7.713702671
1572	7.713583689
1573	7.713459233
1574	7.713349179
1575	7.713245174
1576	7.713121288
1577	7.712995383
1578	7.712880425
1579	7.712772668
1580	7.712659435
1581	7.712552251
1582	7.712439591
1583	7.712325489
1584	7.712194961
1585	7.712081719
1586	7.711958679
1587	7.711839959
1588	7.711724695
1589	7.711619228
1590	7.711504249
1591	7.711377453
1592	7.711282067
1593	7.711192443
1594	7.711075152
1595	7.710967658
1596	7.710856992
1597	7.710746037
1598	7.710638826
1599	7.710527868
1600	7.710407973
1601	7.710305081
1602	7.7101921
1603	7.710087188
1604	7.709959792
1605	7.709839024
1606	7.709708742
1607	7.709577593
1608	7.70946979
1609	7.709372362
1610	7.709250144
1611	7.70915329
1612	7.709046057
1613	7.708955831
1614	7.708840524
1615	7.708750872
1616	7.708636138
1617	7.708523998
1618	7.708417621
1619	7.708308937
1620	7.708195062
1621	7.708065905
1622	7.70795145
1623	7.70784766
1624	7.707738391
1625	7.707608362
1626	7.707479484
1627	7.707375112
1628	7.707255456
1629	7.707152234
1630	7.707050163
1631	7.70693281
1632	7.70679354
1633	7.706675317
1634	7.706556516
1635	7.706442038
1636	7.706336786
1637	7.706217403
1638	7.706107535
1639	7.705983245
1640	7.705851745
1641	7.705728028
1642	7.705599695
1643	7.705493567
1644	7.705389167
1645	7.705274384
1646	7.705164502
1647	7.705035006
1648	7.704921371
1649	7.704805427
1650	7.704685732
1651	7.704574687
1652	7.704470564
1653	7.704367016
1654	7.704237218
1655	7.704128763
1656	7.70399925
1657	7.703883292
1658	7.70375839
1659	7.703629159
1660	7.703504253
1661	7.703374152
1662	7.703272032
1663	7.703177988
