iter	RMSE
273	7.735057655
274	7.73442712
275	7.733902719
276	7.733402007
277	7.732850576
278	7.732188602
279	7.731588849
280	7.730964658
281	7.730517631
282	7.729873159
283	7.729380802
284	7.728835529
285	7.728386333
286	7.727873412
287	7.727389081
288	7.726907687
289	7.726400606
290	7.72582468
291	7.725300041
292	7.724653648
293	7.724006462
294	7.723433062
295	7.72282384
296	7.722194952
297	7.721567192
298	7.720890692
299	7.720298934
300	7.719718127
301	7.719202569
302	7.718567905
303	7.718183672
304	7.717622807
305	7.717135484
306	7.716524184
307	7.715861652
308	7.715264646
309	7.71458686
310	7.714053185
311	7.713519123
312	7.712936666
313	7.712219725
314	7.711874739
315	7.711266493
316	7.710677864
317	7.710220633
318	7.709619187
319	7.708973149
320	7.708499313
321	7.707934001
322	7.707365472
323	7.706678442
324	7.706203207
325	7.705698314
326	7.704996752
327	7.704406954
328	7.703939314
329	7.70324113
330	7.702842462
331	7.702233293
332	7.701712461
333	7.701007531
334	7.700562597
335	7.699992236
336	7.699408966
337	7.698879884
338	7.698265709
339	7.697673493
340	7.697135579
341	7.696441833
342	7.695878715
343	7.695237132
344	7.694496636
345	7.69394259
346	7.693328829
347	7.692749246
348	7.692277797
349	7.691658735
350	7.691115128
351	7.690705546
352	7.69015802
353	7.689595513
354	7.688905948
355	7.68848503
356	7.687926076
357	7.687411275
358	7.686786452
359	7.686329551
360	7.685802668
361	7.68521136
362	7.68461948
363	7.684034418
364	7.683522648
365	7.682868488
366	7.682359539
367	7.681707521
368	7.681273471
369	7.680762343
370	7.680175916
371	7.67960854
372	7.679067837
373	7.678467873
374	7.677961244
375	7.677415353
376	7.676758107
377	7.676192123
378	7.675441537
379	7.674887258
380	7.674284481
381	7.673707408
382	7.673205896
383	7.672655812
384	7.672018623
385	7.671543632
386	7.671208771
387	7.670792911
388	7.670146752
389	7.669596045
390	7.669185137
391	7.668672378
392	7.668125106
393	7.667416371
394	7.666982676
395	7.666532973
396	7.665943392
397	7.665491777
398	7.664911769
399	7.664367912
400	7.663940697
401	7.663379992
402	7.662955744
403	7.662394425
404	7.661782177
405	7.661283712
406	7.660803892
407	7.660237993
408	7.659651923
409	7.659097581
410	7.658636051
411	7.658085985
412	7.657552297
413	7.656942478
414	7.656559259
415	7.656066229
416	7.65564732
417	7.655201875
418	7.65463472
419	7.65409467
420	7.653560726
421	7.653037474
422	7.652428038
423	7.651937344
424	7.651531312
425	7.651049017
426	7.650427861
427	7.649873396
428	7.649419248
429	7.648905399
430	7.648390335
431	7.647972687
432	7.647580541
433	7.647093469
434	7.646504882
435	7.645940257
436	7.645311766
437	7.644840567
438	7.644221988
439	7.643542317
440	7.64293939
441	7.642362767
442	7.641726395
443	7.641122934
444	7.640398299
445	7.639977546
446	7.639351059
447	7.63876623
448	7.638274066
449	7.637844155
450	7.637432111
451	7.636837858
452	7.636353104
453	7.635858982
454	7.635246912
455	7.63473025
456	7.634192242
457	7.633683141
458	7.633033822
459	7.632479846
460	7.632094283
461	7.631473128
462	7.631051792
463	7.630551664
464	7.629950344
465	7.629343661
466	7.628972046
467	7.628616785
468	7.628066471
469	7.627399889
470	7.62698154
471	7.626411542
472	7.626033034
473	7.625453583
474	7.624799868
475	7.624391848
476	7.624012941
477	7.623487457
478	7.622955296
479	7.622401752
480	7.621815914
481	7.621264737
482	7.620652807
483	7.620025566
484	7.619552474
485	7.619090432
486	7.618555966
487	7.617978999
488	7.617497313
489	7.617019681
490	7.616540907
491	7.616119946
492	7.615448197
493	7.614903516
494	7.614279578
495	7.6138571
496	7.613388754
497	7.612772499
498	7.612188925
499	7.611584303
500	7.611054028
501	7.610501573
502	7.609928681
503	7.60933971
504	7.608869432
505	7.608284661
506	7.607702772
507	7.607319369
508	7.606782071
509	7.606278915
510	7.60579919
511	7.605280355
512	7.604846463
513	7.604282446
514	7.603656508
515	7.603143072
516	7.602677247
517	7.602274974
518	7.60186062
519	7.601428029
520	7.601049181
521	7.600706777
522	7.600004039
523	7.599496547
524	7.59894267
525	7.598308205
526	7.597794692
527	7.59719131
528	7.596584503
529	7.596005292
530	7.595402935
531	7.595031842
532	7.594627569
533	7.594149478
534	7.593666547
535	7.593240025
536	7.59273332
537	7.592215444
538	7.591516695
539	7.591058875
540	7.590584902
541	7.589954518
542	7.589431719
543	7.588850251
544	7.588251259
545	7.587756201
546	7.587290019
547	7.586778126
548	7.586280103
549	7.585646703
550	7.584988691
551	7.584378084
552	7.583845656
553	7.583460528
554	7.582883245
555	7.582288506
556	7.581786046
557	7.58117667
558	7.58074768
559	7.580151323
560	7.579700331
561	7.579179574
562	7.57853976
563	7.578012225
564	7.577401571
565	7.576944338
566	7.576307428
567	7.575778916
568	7.575270957
569	7.574893914
570	7.574334762
571	7.573714897
572	7.573175687
573	7.572642942
574	7.572043702
575	7.571446598
576	7.570920018
577	7.570354049
578	7.56971625
579	7.56924777
580	7.568627339
581	7.568086692
582	7.567604976
583	7.567209985
584	7.56670956
585	7.56635686
586	7.56584985
587	7.565285879
588	7.564812604
589	7.56434703
590	7.563706861
591	7.563127269
592	7.562648584
593	7.562239641
594	7.561755181
595	7.561279842
596	7.560796606
597	7.560435079
598	7.559877517
599	7.559411319
600	7.558913964
601	7.558502689
602	7.557921794
603	7.557310447
604	7.556839839
605	7.556308964
606	7.555847634
607	7.555316149
608	7.554885259
609	7.554391924
610	7.553902918
611	7.553574609
612	7.552946245
613	7.552442206
614	7.551905205
615	7.551465923
616	7.550884297
617	7.550422681
618	7.549921706
619	7.54946644
620	7.549016007
621	7.548528946
622	7.54805141
623	7.547521455
624	7.546919872
625	7.546569402
626	7.546121187
627	7.545499744
628	7.544958173
629	7.544374288
630	7.543854905
631	7.543342621
632	7.542888274
633	7.542302113
634	7.541688175
635	7.541276476
636	7.540835205
637	7.540331828
638	7.539738381
639	7.539242044
640	7.538763958
641	7.538199029
642	7.537870407
643	7.53741388
644	7.537119706
645	7.536755746
646	7.53632534
647	7.535726034
648	7.535240666
649	7.534632487
650	7.533985682
651	7.533519139
652	7.532944358
653	7.532337354
654	7.531871867
655	7.531290446
656	7.530737362
657	7.530164226
658	7.529729331
659	7.529227098
660	7.528843448
661	7.528261998
662	7.527649703
663	7.527143559
664	7.52651861
665	7.525889353
666	7.525387378
667	7.524923294
668	7.524482902
669	7.523936938
670	7.52332026
671	7.522758538
672	7.522190743
673	7.521787074
674	7.521155761
675	7.520760293
676	7.52018061
677	7.519822354
678	7.519523957
679	7.519080036
680	7.518472852
681	7.518068917
682	7.517496832
683	7.517014125
684	7.516411587
685	7.515924569
686	7.515418736
687	7.514815277
688	7.514332584
689	7.513899678
690	7.513435052
691	7.512917829
692	7.512472752
693	7.512029153
694	7.511582259
695	7.511084665
696	7.51052153
697	7.510233208
698	7.509771803
699	7.509153366
700	7.508623995
701	7.508072969
702	7.507604504
703	7.507140187
704	7.506529309
705	7.505989002
706	7.505467762
707	7.505076477
708	7.504561016
709	7.504107065
710	7.503513662
711	7.503020373
712	7.502638317
713	7.502038618
714	7.501395122
715	7.501038471
716	7.500427637
717	7.499913062
718	7.499358244
719	7.498770544
720	7.498337159
721	7.497798422
722	7.497198121
723	7.496761616
724	7.496273983
725	7.495928585
726	7.495383696
727	7.494976301
728	7.494476882
729	7.493957981
730	7.493643168
731	7.493163944
732	7.492579644
733	7.491985978
734	7.491383332
735	7.490788897
736	7.490202284
737	7.489679209
738	7.489131973
739	7.488602804
740	7.488118921
741	7.487548056
742	7.487007607
743	7.486564986
744	7.485959403
745	7.485428671
746	7.484911334
747	7.484441013
748	7.484032758
749	7.483585567
750	7.482940453
751	7.482342491
752	7.481905192
753	7.481427923
754	7.480945756
755	7.480500335
756	7.479872719
757	7.479365068
758	7.478884691
759	7.478435008
760	7.477854104
761	7.477491949
762	7.476985917
763	7.476432376
764	7.475995248
765	7.475478409
766	7.474925949
767	7.47449727
768	7.473979323
769	7.473525347
770	7.473007037
771	7.472557526
772	7.472009556
773	7.471518387
774	7.470968643
775	7.470501569
776	7.469941101
777	7.469579134
778	7.469060297
779	7.468557681
780	7.468024023
781	7.467449101
782	7.466888639
783	7.466325068
784	7.465718546
785	7.465257893
786	7.464785455
787	7.464146913
788	7.463812575
789	7.463290564
790	7.462676206
791	7.46218923
792	7.461658395
793	7.461313307
794	7.460860147
795	7.460257153
796	7.459819152
797	7.459392881
798	7.459123866
799	7.458551398
800	7.458225681
801	7.457660023
802	7.457147172
803	7.45667373
804	7.456166514
805	7.455682243
806	7.455353266
807	7.455022769
808	7.454574064
809	7.453994764
810	7.453426984
811	7.452949128
812	7.452448466
813	7.451965457
814	7.451487664
815	7.450935097
816	7.450563902
817	7.449938087
818	7.449384821
819	7.448781076
820	7.448250777
821	7.447790907
822	7.447411484
823	7.446957177
824	7.446356823
825	7.445867597
826	7.445527341
827	7.4450597
828	7.444528984
829	7.443992883
830	7.443589902
831	7.443108008
832	7.442729799
833	7.442225339
834	7.441711323
835	7.441219062
836	7.440696026
837	7.440406435
838	7.439812746
839	7.439369413
840	7.438866791
841	7.438467463
842	7.438113624
843	7.437620413
844	7.437270359
845	7.436789364
846	7.436271646
847	7.435876984
848	7.435347122
849	7.434824112
850	7.434222772
851	7.433811002
852	7.433191077
853	7.432639489
854	7.432328339
855	7.431857258
856	7.43138774
857	7.430878629
858	7.430326029
859	7.429775195
860	7.429224539
861	7.428647004
862	7.428029309
863	7.427746964
864	7.427227373
865	7.426694115
866	7.426248135
867	7.425831328
868	7.425404107
869	7.424981542
870	7.424541007
871	7.424033455
872	7.423461903
873	7.423030049
874	7.422541205
875	7.422050237
876	7.421645279
877	7.421202167
878	7.420726398
879	7.420157197
880	7.419768759
881	7.419316948
882	7.418902684
883	7.418428108
884	7.417787549
885	7.417306408
886	7.416771826
887	7.416425827
888	7.415846208
889	7.415439166
890	7.414922252
891	7.414324209
892	7.413794455
893	7.413337672
894	7.412870573
895	7.412351688
896	7.411835739
897	7.411296144
898	7.410857297
899	7.410294212
900	7.409866508
901	7.409433476
902	7.409005941
903	7.408633172
904	7.408115451
905	7.40760211
906	7.407169034
907	7.406688386
908	7.406397366
909	7.406022499
910	7.405439508
911	7.404927737
912	7.404450566
913	7.403905979
914	7.403569257
915	7.403190326
916	7.402643912
917	7.402222329
918	7.401672541
919	7.401230881
920	7.400905242
921	7.400351197
922	7.399914224
923	7.399427427
924	7.398992888
925	7.398608576
926	7.398054714
927	7.397738301
928	7.397254186
929	7.39674615
930	7.39621564
931	7.395895821
932	7.395401815
933	7.394875152
934	7.394380174
935	7.393906286
936	7.393308254
937	7.392989057
938	7.392453943
939	7.39195818
940	7.391516671
941	7.39100462
942	7.390583957
943	7.390131827
944	7.389806225
945	7.389146224
946	7.388626271
947	7.388211015
948	7.387866185
949	7.387421551
950	7.386910156
951	7.386412713
952	7.385908011
953	7.385330335
954	7.384869303
955	7.38430987
956	7.383830491
957	7.383303348
958	7.382781933
959	7.38236567
960	7.381787316
961	7.381402046
962	7.380879438
963	7.38035138
964	7.379763592
965	7.37913438
966	7.378571498
967	7.378066479
968	7.377631834
969	7.377180352
970	7.376686804
971	7.376336773
972	7.375800804
973	7.375366868
974	7.374764479
975	7.37422972
976	7.37362244
977	7.373158351
978	7.372656406
979	7.37219513
980	7.371649572
981	7.371165757
982	7.370645483
983	7.370247327
984	7.369844275
985	7.36948314
986	7.36905737
987	7.368569956
988	7.368099103
989	7.367633873
990	7.367093206
991	7.366520866
992	7.365902484
993	7.365370489
994	7.364959188
995	7.364448441
996	7.363927122
997	7.363454896
998	7.36295119
999	7.362473004
